UID,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,Target_ChurnFlag,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192,X193,X194,X195,X196,X197,X198,X199,X200,X201,X202,X203,X204,X205,X206,X207,X208,X209,X210,X211,X212,X213,X214,X215
1467427-12443,12 Month Lease,2097.0,2016-01-05,2016-12-23,,2012-03-01,2012-03-01,,,,False,,2097.0,0,0,1,2016-12-24,11,6-12 months,5,9,6,0,0,0,0,0,1,0,2016,2016-01-05,2016-12-23,0,0,1978.0,0.06016178,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,2,1,2,0,0,0,1.0,0.0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,-1.0,2,2,2,0,2,0,0,0,0,2,0,,,-1.0,38.0,38,38,0,1,0.0,,20,3,24,0,0,1,1,0,5,865.0,865.0,2.0,2.0,0,4,11.0,9,12,2,11,2.3333333,8,0,9,2,8,0,3,10.5,6,12,3,15,1.5625,13,0,16,2,95194,274,ACTIVE,Bellevue,WA,98004,95194,"Seattle,WA",A,High Rise,urban,West Bellevue/Mercer Island,0,0,47,263,310,"Seattle-Bellevue-Everett, WA",West Bellevue/Mercer Island,0.9511,2082.0,0.0119,2016-Q1,2016-01-01,2824.0,2759.0,0.7425637393767706,0.7600579920260964,0.1818181818181818,0.1818181818181818,0.0909090909090909,0.1818181818181818,0.0,0.0,0.0,0.0909090909090909,0.0,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,1.875,0.1953125,1.625,0.0,2.0,0.25,2.2,0.4666666507720947,1.6,0.0,1.8,0.4,1.0,2.4242775,1.0,1.131386861313869,0.375
1028972-4791,13 month lease,1158.0,2017-08-05,2018-09-04,2018-09-04,2017-08-05,2017-08-05,2018-09-04,2018-08-02,,False,,1158.0,0,0,1,,13,1-3 years,1,15,5,1,0,0,0,0,1,1,2018,2017-08-05,2018-09-04,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,7,7,2,7,0,0,0,0.71428573,0.0,7,0,0,0,0,0,2,1,0,4,0,0,0,0,0,1,0,1,2316.0,-1.0,-1.0,3,2,2,1,2,0,1,1,0,2,24,,,-1.0,25.666666,24,29,0,2,0.0,,21,3,26,0,0,1,0,2,3,980.0,980.0,2.0,2.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,14,0,8,12.0,6,14,1,132,1.893617,102,0,141,0,17104,256,ACTIVE,Sanford,FL,32771-6739,17104,Orlando,B,Garden,suburban,Sanford/Lake Mary,0,0,0,484,484,"Orlando-Kissimmee-Sanford, FL",Sanford/Lake Mary,0.9624,1144.0,0.0193,2017-Q3,2017-07-01,1097.0,1097.0,1.055606198723792,1.055606198723792,0.5384615384615384,0.5384615384615384,0.1538461538461538,0.5384615384615384,0.0,0.0,0.0,0.0549450562550471,0.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.0769230769230769,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,9.428571428571429,0.1352583595684596,7.285714285714286,0.0,10.071428571428571,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.1816326,1.0,1.890625,0.5714285714285714
1043944-13687,13 month lease,1386.0,2019-08-01,2020-08-24,,2013-06-15,2013-06-15,,,,False,,1386.0,0,0,1,2020-08-25,12,6-12 months,7,16,3,0,0,0,0,0,1,0,2020,2019-08-01,2020-08-24,0,0,1333.0,0.03975994,-1.0,-1.0,-1.0,6.0,8.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3,6.0,3.0,3.0,8.0,6.0,-3.0,-0.5,1,4,4,1,4,0,0,4,0.0,0.0,4,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,2772.0,2666.0,0.03975994,1,1,1,0,1,0,0,1,0,1,41,,,-1.0,41.0,41,41,1,1,0.0,,13,5,13,0,1,1,0,2,2,1269.0,1269.0,3.0,2.0,0,6,12.166667,12,13,0,51,0.56,9,0,50,3,15,0,9,11.733334,8,13,0,76,0.6,30,0,85,4,18103,206,ACTIVE,Nashville,TN,37205-4656,18103,Nashville TN,B,Garden,suburban,West Nashville,0,0,19,352,371,"Nashville-Davidson--Murfreesboro--Franklin, TN",West Nashville,0.9664,1348.0,0.0317,2019-Q3,2019-07-01,1275.5,1275.5,1.0866326930615444,1.0866326930615444,0.3333333333333333,0.3333333333333333,0.0833333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0,5.066666666666666,0.0400000015894571,2.0,0.0,5.666666666666667,0.2666666666666666,7.285714285714286,0.0800000003405979,1.2857142857142858,0.0,7.142857142857143,0.4285714285714285,1.5,1.0921986,3.0,1.800970873786408,0.6
1023339-14305,12 month lease,3563.0,2016-05-02,2017-04-27,2016-12-05,2015-05-02,2015-05-02,2016-12-05,2016-11-06,,False,,3563.0,0,0,1,,11,6-12 months,3,14,6,0,0,0,0,0,1,1,2017,2016-05-02,2016-12-05,0,0,3628.0,-0.017916208,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,7,6,1,6,1,1,2,1.5,0.14285715,7,0,0,0,0,0,1,0,0,0,0,0,0,6,0,-1,-1,-1,,-1.0,-1.0,3,3,3,0,3,0,1,0,0,3,25,,,6.179821,24.666666,23,26,0,2,175000.0,,19,2,26,0,0,1,0,0,2,1270.0,1270.0,3.0,2.0,1,2,12.0,12,12,0,17,1.125,6,0,16,1,13,0,8,11.230769,3,16,3,40,0.50980395,26,0,51,1,40203,273,ACTIVE,Santa Clara,CA,95051-3300,40203,SF Bay Area,B,Garden,suburban,Santa Clara,-1,-1,-1,-1,-1,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara,0.9529,2723.0,0.0248,2016-Q2,2016-04-01,3303.0,3303.0,1.0787163184983348,1.0787163184983348,0.6363636363636364,0.5454545454545454,0.0909090909090909,0.5454545454545454,0.0909090909090909,0.0909090909090909,0.1818181818181818,0.1363636363636363,0.0129870135675777,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,3.076923076923077,0.0392156885220454,2.0,0.0,3.923076923076923,0.0769230769230769,5.666666666666667,0.375,2.0,0.0,5.333333333333333,0.3333333333333333,1.5,2.8055117,1.0,-0.0036630036630036,0.6153846153846154
1071425-70868,12 month lease,1391.0,2018-08-03,2019-08-04,,2018-08-03,2018-08-03,,,,False,,1391.0,0,0,1,2019-08-05,12,6-12 months,1,14,4,1,0,0,0,0,1,0,2019,2018-08-03,2019-08-04,0,0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2,10.0,2.0,2.0,10.0,7.3333335,-8.0,-0.8,1,4,4,1,4,2,0,1,1.25,0.5,4,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,2782.0,-1.0,-1.0,4,4,1,1,1,3,0,1,0,1,46,,,-1.0,46.0,46,46,0,1,0.0,,20,4,27,0,0,1,1,1,1,1175.0,1175.0,3.0,2.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,13,0,9,11.769231,6,13,2,95,1.7094017,30,0,117,4,10118,576,ACTIVE,Henrico,VA,23294-4845,10118,Richmond,B,Garden,suburban,Northwest Richmond,0,606,0,350,956,"Richmond, VA",Northwest Richmond,0.9697,1088.0,0.0069,2018-Q3,2018-07-01,1364.0,1364.0,1.0197947214076246,1.0197947214076246,0.3333333333333333,0.3333333333333333,0.0833333333333333,0.3333333333333333,0.1666666666666666,0.0,0.0833333333333333,0.1041666666666666,0.0416666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,7.3076923076923075,0.1314924405171321,2.3076923076923075,0.0,9.0,0.3076923076923077,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,1.1838298,0.75,1.6597222222222223,0.6923076923076923
1086856-22786,13 month lease,1604.0,2016-04-26,2017-05-21,,2015-08-29,2015-08-29,,,,False,,1604.0,0,0,1,2017-05-22,13,1-3 years,2,15,7,0,0,0,0,0,1,0,2017,2016-04-26,2017-05-21,0,0,1551.0,0.034171503,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,5.0,1.0,1.0,5.0,3.0,-1.0,-1.0,0,4,4,1,4,0,0,3,0.25,0.0,4,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-1,-1,-1,,-1.0,-1.0,1,1,1,0,1,0,0,1,0,1,26,Professional,,4173.0415,26.0,26,26,0,1,55000.0,Professional,18,4,31,1,0,1,0,1,2,659.0,659.0,1.0,1.0,0,1,8.0,8,8,0,1,0.0,0,0,1,0,14,0,9,8.071428,0,13,6,20,0.3478261,15,0,23,3,40013,732,ACTIVE,Newport Beach,CA,92663-6031,40013,Orange County,B,Garden,suburban,Newport Beach,-1,-1,-1,-1,-1,"Anaheim-Santa Ana-Irvine, CA",Newport Beach,0.9681,2499.0,0.0112,2016-Q2,2016-04-01,1629.0,1656.0,0.9846531614487416,0.9685990338164252,0.3076923076923077,0.3076923076923077,0.0769230769230769,0.3076923076923077,0.0,0.0,0.2307692307692307,0.0192307692307692,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0248447209596633,1.0714285714285714,0.0,1.6428571428571428,0.2142857142857142,0.5,0.0,0.0,0.0,0.5,0.0,1.0,2.433991,1.0,-0.0013661202185792,0.6428571428571429
1005730-70015,13 month lease,2250.0,2019-09-22,2020-10-24,2020-10-24,2019-09-22,2019-09-22,,,,False,,2250.0,0,0,1,2020-10-25,13,1-3 years,1,16,3,1,0,0,0,0,1,0,2020,2019-09-22,2020-10-24,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,7,6,1,6,4,3,2,1.8333334,0.44444445,9,0,0,0,0,0,2,3,0,0,1,0,3,0,0,0,0,1,4500.0,-1.0,-1.0,2,2,2,1,2,0,1,1,0,2,29,,,-1.0,27.5,26,29,0,2,0.0,,20,7,15,3,1,1,0,5,2,910.0,910.0,2.0,1.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,15,1,9,10.333333,2,15,5,56,1.6122448,21,0,49,12,40015,468,ACTIVE,Costa Mesa,CA,92626-4957,40015,Orange County,B,Garden,suburban,Costa Mesa,-1,-1,-1,-1,-1,"Anaheim-Santa Ana-Irvine, CA",Costa Mesa,0.9735,2119.0,0.0101,2019-Q3,2019-07-01,2558.0,2587.0,0.8795934323690383,0.8697332817935833,0.5384615384615384,0.4615384615384615,0.0769230769230769,0.4615384615384615,0.3076923076923077,0.2307692307692307,0.1538461538461538,0.1410256440822895,0.0341880344427548,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.2307692307692307,0.0,0.0,0.0769230769230769,0.0,0.2307692307692307,0.0,0.0,3.733333333333333,0.1074829896291097,1.4,0.0,3.2666666666666666,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.4725275,1.0,-0.0021367521367521,0.6666666666666666
1310642-33175,12 month lease,1470.0,2018-10-31,2019-10-29,2019-10-29,2017-09-06,2017-09-06,2019-10-29,2019-09-20,,False,,1470.0,0,0,1,,12,6-12 months,2,12,3,0,0,0,0,0,1,1,2019,2018-10-31,2019-10-29,0,0,1427.0,0.030133147,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,8.0,1.0,1.0,8.0,4.5,-1.0,-1.0,1,3,2,2,2,0,1,1,0.5,0.0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,2940.0,2854.0,0.030133147,2,2,1,1,1,1,0,1,0,1,28,,,-1.0,28.0,28,28,0,1,0.0,,15,6,15,1,0,1,0,3,3,1057.0,1057.0,2.0,2.0,0,1,13.0,13,13,0,7,0.0,1,0,7,0,11,0,2,11.181818,6,13,0,36,0.5121951,18,0,41,1,30010,220,ACTIVE,Everett,WA,98203,30010,"Seattle,WA",B,Garden,suburban,Everett,0,167,148,0,315,"Seattle-Bellevue-Everett, WA",Everett,0.9556,1367.0,-0.0198,2018-Q4,2018-10-01,1620.0,1620.0,0.9074074074074074,0.9074074074074074,0.25,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.0833333333333333,0.0833333333333333,0.0416666666666666,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,3.272727272727273,0.0465631918473677,1.6363636363636365,0.0,3.727272727272727,0.0909090909090909,3.5,0.0,0.5,0.0,3.5,0.0,1.0,1.3907285,1.0,1.431818181818182,0.1818181818181818
4518969-252,12 month lease,1363.0,2019-04-29,2020-04-18,2020-02-28,2019-04-29,2019-04-29,2020-02-29,2020-02-24,,False,,1363.0,0,0,1,,12,6-12 months,1,1,3,1,1,0,0,0,1,1,2020,2019-04-29,2020-02-29,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2,2,1,2,0,0,2,0.0,0.0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2726.0,-1.0,-1.0,1,1,1,0,1,0,0,0,0,1,51,,,-1.0,51.0,51,51,0,1,80000.0,,25,6,14,4,4,1,0,2,2,733.0,733.0,1.0,1.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,17023,240,ACTIVE,St Petersburg,FL,33716-1600,17023,Tampa FL,A,Garden,suburban,North St. Petersburg,0,0,45,305,350,"Tampa-St. Petersburg-Clearwater, FL",North St. Petersburg,0.9599,1283.0,0.0137,2019-Q2,2019-04-01,1355.0,1355.0,1.0059040590405903,1.0059040590405903,0.1666666666666666,0.1666666666666666,0.0833333333333333,0.1666666666666666,0.0,0.0,0.1666666666666666,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.8594816,1.0,1.4583333333333333,-1.0
1028972-4693,14 month lease,1072.0,2017-05-17,2018-07-17,,2017-05-17,2017-05-17,,,,False,,1072.0,0,0,1,2018-07-18,14,1-3 years,1,13,5,1,0,0,0,0,1,0,2018,2017-05-17,2018-07-17,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,8.0,1.0,1.0,8.0,4.5,-1.0,-1.0,1,6,6,1,6,0,0,0,2.6666667,0.0,6,0,0,0,0,0,2,0,2,1,0,0,0,1,0,1,0,0,2144.0,-1.0,-1.0,2,2,1,1,1,1,0,1,0,1,36,,,34.59452,24.0,12,36,0,2,0.01,,21,3,25,0,0,1,0,2,2,980.0,980.0,2.0,2.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,12,1,9,11.5,6,14,1,66,1.7714286,44,0,70,2,17104,256,ACTIVE,Sanford,FL,32771-6739,17104,Orlando,B,Garden,suburban,Sanford/Lake Mary,0,0,0,484,484,"Orlando-Kissimmee-Sanford, FL",Sanford/Lake Mary,0.9585,1122.0,0.0327,2017-Q2,2017-04-01,1097.0,1097.0,0.9772105742935278,0.9772105742935278,0.4285714285714285,0.4285714285714285,0.0714285714285714,0.4285714285714285,0.0,0.0,0.0,0.1904761961528233,0.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.0,5.5,0.1476190487543741,3.6666666666666665,0.0,5.833333333333333,0.1666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0938776,1.0,1.890625,0.8333333333333334
3001992-72678,12 month lease,1150.0,2020-05-24,2021-05-22,2020-08-12,2016-03-22,2016-03-22,2020-08-12,2020-07-13,,False,,2250.0,0,0,1,,12,6-12 months,5,7,2,0,0,0,0,0,1,1,2021,2020-05-24,2020-08-12,0,0,2230.0,0.00896861,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,1,1,0,0,0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3214.29,4460.0,-0.2793072,4,3,3,1,2,1,0,1,0,2,44,,,0.0,47.5,11,74,1,3,14400.0,,16,7,7,4,1,1,1,3,2,980.0,980.0,2.0,2.0,0,4,12.0,11,14,2,61,0.53333336,23,0,60,6,6,0,1,12.0,11,14,2,66,0.53125,24,0,64,7,95240,320,ACTIVE,Mission Viejo,CA,92692-4942,95240,Orange County,B,Garden,suburban,Mission Viejo/Lake Forest,-1,-1,-1,-1,-1,"Anaheim-Santa Ana-Irvine, CA",Mission Viejo/Lake Forest,0.9586,2046.0,-0.025,2020-Q2,2020-04-01,2456.0,2456.0,0.9161237785016286,0.9161237785016286,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0885416666666666,4.0,0.0,10.666666666666666,1.1666666666666667,12.2,0.1066666722297668,4.6,0.0,12.0,1.2,1.0,2.2959185,0.6666666666666666,-0.003125,0.1666666666666666
2475584-36508,12 month lease,7063.0,2019-03-20,2020-03-19,,2015-03-19,2015-03-19,,,,False,,7063.0,0,0,1,2020-03-20,12,6-12 months,9,10,3,0,0,0,0,0,1,0,2020,2019-03-20,2020-03-19,0,0,6925.0,0.019927798,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,6,6,1,6,1,0,4,1.6666666,1.3333334,6,0,0,0,0,0,3,0,0,0,0,2,0,1,0,1,0,0,14126.0,13850.0,0.019927798,2,2,2,1,2,0,0,0,0,2,59,Not applicable,Government,0.0,57.5,56,59,0,2,360000.0,Not applicable,15,3,24,2,0,3,0,0,26,1290.0,1290.0,2.0,2.0,1,8,11.25,6,12,0,37,1.6666666,12,0,36,1,9,0,2,12.0,11,14,1,49,1.7,21,0,50,2,12202,745,ACTIVE,New York,NY,10016-4914,12202,New York,A,High Rise,urban,Midtown East,-1,-1,-1,-1,-1,"New York-White Plains, NY",Midtown East,0.9759,4704.0,-0.0002,2019-Q1,2019-01-01,6290.0,6290.0,1.122893481717011,1.122893481717011,0.5,0.5,0.0833333333333333,0.5,0.0833333333333333,0.0,0.3333333333333333,0.1388888855775197,0.1111111144224802,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.0833333333333333,0.0,5.444444444444445,0.1888888941870795,2.333333333333333,0.0,5.555555555555555,0.2222222222222222,4.111111111111111,0.1851851807700263,1.3333333333333333,0.0,4.0,0.1111111111111111,1.0,5.475194,1.0,-0.0013422818791946,0.2222222222222222
1028972-15176,14 month lease,1230.0,2018-12-12,2020-02-18,2020-01-16,2018-12-12,2018-12-12,2020-01-16,2019-11-06,,False,,1230.0,0,0,1,2020-01-15,14,1-3 years,1,16,3,1,0,0,0,0,1,0,2020,2018-12-12,2020-01-16,0,0,-1.0,-1.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,10.0,1.0,1.0,10.0,5.5,-1.0,-1.0,1,31,30,2,30,8,1,14,1.9666667,1.3870968,31,0,0,0,0,0,4,3,4,2,2,0,3,13,0,1,0,0,2460.0,-1.0,-1.0,2,2,1,1,1,1,0,1,0,1,38,,,-1.0,38.0,38,38,0,1,0.0,,20,2,27,0,0,1,0,0,1,980.0,980.0,2.0,2.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,15,0,12,11.333333,7,14,3,156,1.5769231,55,0,156,5,17104,256,ACTIVE,Sanford,FL,32771-6739,17104,Orlando,B,Garden,suburban,Sanford/Lake Mary,0,0,0,484,484,"Orlando-Kissimmee-Sanford, FL",Sanford/Lake Mary,0.9642,1190.0,0.0005,2018-Q4,2018-10-01,1189.5,1189.5,1.034047919293821,1.034047919293821,2.2142857142857144,2.142857142857143,0.1428571428571428,2.142857142857143,0.5714285714285714,0.0714285714285714,1.0,0.1404761927468436,0.0990783401897975,2.2142857142857144,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2142857142857142,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.0,0.2142857142857142,0.9285714285714286,0.0,10.4,0.1051282087961832,3.6666666666666665,0.0,10.4,0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.255102,1.0,1.890625,0.8
1086856-75049,12 month lease,1769.0,2018-09-25,2019-09-22,2019-09-22,2017-08-05,2017-08-05,2019-09-22,2019-07-13,,False,,1769.0,0,0,1,,12,6-12 months,2,17,3,0,0,0,0,0,1,1,2019,2018-09-25,2019-09-22,0,0,1659.0,0.066305004,-1.0,-1.0,-1.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,5.0,1.0,1.0,5.0,3.0,-1.0,-1.0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3538.0,3318.0,0.066305004,2,2,2,1,2,0,1,1,0,2,30,Transportation,,3092.421,29.0,28,30,1,2,105500.0,Transportation,18,4,31,0,1,1,0,1,2,659.0,659.0,1.0,1.0,0,1,13.0,13,13,0,6,0.0,0,0,4,2,16,1,12,10.5,2,14,4,53,0.3561644,24,0,73,7,40013,732,ACTIVE,Newport Beach,CA,92663-6031,40013,Orange County,B,Garden,suburban,Newport Beach,-1,-1,-1,-1,-1,"Anaheim-Santa Ana-Irvine, CA",Newport Beach,0.9508,2807.0,0.0075,2018-Q3,2018-07-01,1759.0,1769.0,1.0056850483229107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3125,0.0222602747380733,1.5,0.0,4.5625,0.4375,3.0,0.0,0.0,0.0,2.0,1.0,1.0,2.6843703,0.5,-0.0013661202185792,0.8125
2335220-10982,13 month lease,2234.0,2016-02-28,2017-03-28,2016-04-29,2016-02-28,2016-02-28,2016-04-29,2016-03-30,,False,,2234.0,0,0,1,2016-04-05,13,1-3 years,1,8,9,1,0,0,0,0,1,0,2017,2016-02-28,2016-04-29,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,2,3,1,3,0,1,1,0.0,0.0,4,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0.0,-1.0,-1.0,2,2,2,1,2,0,1,0,0,2,38,,Education ,1784.9679,34.0,30,38,1,2,30000.0,Education ,20,5,13,3,0,0,1,3,14,782.0,782.0,1.0,1.0,-1,-1,-1.0,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,7,0,6,8.285714,3,12,3,14,1.9047619,11,0,21,0,30013,134,ACTIVE,Bellevue,WA,98004-4315,30013,"Seattle,WA",A,High Rise,urban,West Bellevue/Mercer Island,0,0,32,162,194,"Seattle-Bellevue-Everett, WA",West Bellevue/Mercer Island,0.9511,2082.0,0.0119,2016-Q1,2016-01-01,2427.0,2427.0,0.9204779563246808,0.9204779563246808,0.1538461538461538,0.2307692307692307,0.0769230769230769,0.2307692307692307,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.1538461538461538,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,2.0,0.2721088443483625,1.5714285714285714,0.0,3.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2.8567774,0.5,1.4477611940298507,0.8571428571428571
